system_name,discovery_date,alternate_name,kind_acronym,discovery_acronym,reference_identifier,ra_hrs,ra_mins,ra_secs,ra_coord,dec_degrees,dec_arcmin,dec_arcsec,dec_coord,lensgrade,number_images,theta_e,theta_e_err,theta_e_quality,z_lens,z_lens_err,z_lens_quality,z_source,z_source_err,z_source_quality,vdisp,vdisp_err,filter_lens,filter_source,fluxes,mag_lens,mag_source,morphology,has_sdss,sdss_link,has_adsabs,adsabs_link,apod_link,vett_status,released_status,hidden_status,vetted,released,hidden,graphic_status,equinox,sdss_ObjID,sdss_specObjID,time_delay0,time_delay1,lens_name
SDSS J0008-0004," ""2008-08-01"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""00"""," ""08"""," ""2.96""",2.01231," ""-00"""," ""04"""," ""8.26""",-0.06896," ""A""",3,1.16,0.02,1,0.44,0.0001,1,1.192,0.001,1,232,39," ""I"""," """"", NaN," ""18.52"""," """""," """""," ""1"""," ""ra=2.01231&amp;amp;dec=-0.06896"""," ""1"""," ""&amp;amp;object=2.01231%2D0.06896"""," """""," ""1"""," ""1"""," ""0"""," ""2012-11-27 14:03:29"""," ""2012-11-27 14:03:29"""," ""0000-00-00 00:00:00"""," ""3"""," ""J2000"""," ""1237657190906069665"""," ""753269961564121088""",0,0," ""SDSS J0008-0004"""
SDSS J0029-0055," ""2008-08-01"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""00"""," ""29"""," ""7.78""",7.2824," ""-00"""," ""55"""," ""50.56""",-0.93071," ""A""",2,0.96,0.02,1,0.22704,5e-05,1,0.9313,0.0001,1,202,18," ""I"""," """"", NaN," ""17.05"""," """""," """""," ""1"""," ""ra=7.28240&amp;amp;dec=-0.93071"""," ""1"""," ""&amp;amp;object=7.28240%2D0.93071"""," """""," ""1"""," ""1"""," ""0"""," ""2012-11-27 14:23:13"""," ""2012-11-27 14:23:13"""," ""0000-00-00 00:00:00"""," ""3"""," ""J2000"""," ""1237657189834621096"""," ""440251082728302592""", NaN, NaN," ""SDSS J0029-0055"""
SDSS J0037-0942," ""2006-02-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ638(2006)703"""," ""00"""," ""37"""," ""53.21""",9.470501666," ""-09"""," ""42"""," ""20.12""",-9.704589999," ""A""",2,1.53,0.01,1,0.19545,3e-05,1,0.632,0.001,1,274,10," ""I"""," """"", NaN," ""16.2"""," """""," """""," ""1"""," ""ra=9.4705016657&amp;amp;dec=-9.7045899992"""," ""1"""," ""&amp;amp;object=9.4705016657%2D9.704"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 13:21:23"""," ""2014-03-12 13:21:23"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237652947992838246"""," ""737572227393808384""", NaN, NaN," ""SDSS J0037-0942"""
SDSS J0044+0113," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""00"""," ""44"""," ""2.9""",11.01208," ""+01"""," ""13"""," ""12.65""",1.22018," ""A""",2,0.79,0.01,1,0.11958,3e-05,1,0.197,0.001,1,254,12," ""I"""," """"", NaN," ""15.69"""," """""," """""," ""1"""," ""ra=11.01208&amp;amp;dec=+1.22018"""," ""1"""," ""&amp;amp;object=11.01208%2B1.22018"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 13:21:37"""," ""2014-03-12 13:21:37"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237666340797153365"""," ""442604037813069824""", NaN, NaN," ""SDSS J0044+0113"""
SDSS J0109+1500," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""01"""," ""09"""," ""33.73""",17.39054," ""+15"""," ""00"""," ""32.51""",15.00903," ""A""",1,0.69,0.01,1,0.29388,6e-05,1,0.525,0.001,1,243,18," ""I"""," """"", NaN," ""17.63"""," """""," """""," ""1"""," ""ra=17.39054&amp;amp;dec=+15.00903"""," ""1"""," ""&amp;amp;object=17.39054%2B15.00903"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 13:21:58"""," ""2014-03-12 13:21:58"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237666090588635244"""," ""475269429047879680""", NaN, NaN," ""SDSS J0109+1500"""
SDSS J0157-0056," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""01"""," ""57"""," ""58.94""",29.49557," ""-00"""," ""56"""," ""26.09""",-0.94058," ""A""",3,0.79,0.01,1,0.92428,0.0001,1,0.924,0.001,1, NaN, NaN," ""I"""," """"", NaN," ""18.59"""," """""," """""," ""1"""," ""ra=29.49557&amp;amp;dec=-0.94058"""," ""1"""," ""&amp;amp;object=29.49557%2D0.94058"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 13:56:01"""," ""2014-03-12 13:56:01"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237657069549453624"""," ""788135469241100288""",0,0," ""SDSS J0157-0056"""
SDSS J0216-0813," ""2006-02-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ638(2006)703"""," ""02"""," ""16"""," ""52.54""",34.21893," ""-08"""," ""13"""," ""45.37""",-8.22927," ""A""",3,1.16,0.01,1,0.33165,7e-05,1,0.523,0.001,1,332,24," ""I"""," """"", NaN," ""16.86"""," """""," """""," ""1"""," ""ra=34.21893&amp;amp;dec=-8.22927"""," ""1"""," ""&amp;amp;object=34.21893%2D8.22927"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 13:56:08"""," ""2014-03-12 13:56:08"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237652901299814497"""," ""752218821787412480""",0,0," ""SDSS J0216-0813"""
SDSS J0252+0039," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""02"""," ""52"""," ""45.21""",43.18838," ""+00"""," ""39"""," ""58.36""",0.66621," ""A""",3,1.04,0.01,1,0.2803,4e-05,1,0.982,0.001,1,172,11," ""I"""," """"", NaN," ""17.87"""," """""," """""," ""1"""," ""ra=43.18838&amp;amp;dec=+0.66621"""," ""1"""," ""&amp;amp;object=43.18838%2B0.66621"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 13:57:42"""," ""2014-03-12 13:57:42"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237657587098976446"""," ""908770038360598528""",0,0," ""SDSS J0252+0039"""
SDSS J0330-0020," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""03"""," ""30"""," ""12.12""",52.55052," ""-00"""," ""20"""," ""51.9""",-0.34775," ""A""",2,1.1,0.01,1,0.35071,8e-05,1,1.071,0.001,1,242,30," ""I"""," """"", NaN," ""17.99"""," """""," """""," ""1"""," ""ra=52.55052&amp;amp;dec=-0.34775"""," ""1"""," ""&amp;amp;object=52.55052%2D0.34775"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 13:55:42"""," ""2014-03-12 13:55:42"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237660240314761417"""," ""912048238603823104""", NaN, NaN," ""SDSS J0330-0020"""
SDSS J0405-0455," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""04"""," ""05"""," ""35.41""",61.39756," ""-04"""," ""55"""," ""52.39""",-4.93122," ""A""",1,0.8,0.01,1,0.07527,2e-05,1,0.81,0.01,1,169,7," ""I"""," """"", NaN," ""16.22"""," """""," """""," ""1"""," ""ra=61.39756&amp;amp;dec=-4.93122"""," ""1"""," ""&amp;amp;object=61.39756%2D4.93122"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 13:58:32"""," ""2014-03-12 13:58:32"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237649963533926655"""," ""523655089156548608""", NaN, NaN," ""SDSS J0405-0455"""
SDSS J0728+3835," ""2009-11-01"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ705(2009)1099"""," ""07"""," ""28"""," ""4.95""",112.02062," ""+38"""," ""35"""," ""25.76""",38.59049," ""A""",3,1.25,0.01,1,0.20576,3e-05,1,0.688,0.001,1,214,11," ""I"""," """"", NaN," ""16.62"""," """""," """""," ""1"""," ""ra=112.02062&amp;amp;dec=+38.59049"""," ""1"""," ""&amp;amp;object=112.02062%2B38.59049"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 13:58:49"""," ""2014-03-12 13:58:49"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," """""," """"", NaN, NaN," ""SDSS J0728+3835"""
SDSS J0737+3216," ""2006-02-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ638(2006)703"""," ""07"""," ""37"""," ""28.45""",114.36855," ""+32"""," ""16"""," ""18.59""",32.27183," ""A""",3,1,0.01,1,0.32234,4e-05,1,0.581,0.001,1,301,16," ""I"""," """"", NaN," ""16.95"""," """""," """""," ""1"""," ""ra=114.36855&amp;amp;dec=+32.27183"""," ""1"""," ""&amp;amp;object=114.36855%2B32.27183"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 13:59:05"""," ""2014-03-12 13:59:05"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237654390562488578"""," ""609151739764959232""", NaN, NaN," ""SDSS J0737+3216"""
SDSS J0808+4706," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""08"""," ""08"""," ""58.78""",122.24493," ""+47"""," ""06"""," ""38.84""",47.11079," ""A""",2, NaN, NaN,0,0.21946,3e-05,1,1.025,0.001,1,227,11," ""I"""," """"", NaN," ""16.74"""," """""," """""," ""1"""," ""ra=122.24493&amp;amp;dec=+47.11079"""," ""1"""," ""&amp;amp;object=122.24493%2B47.11079"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:00:34"""," ""2014-03-12 14:00:34"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237651495221919930"""," ""493296748043724800""", NaN, NaN," ""SDSS J0808+4706"""
SDSS J0819+4534," ""2006-02-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ638(2006)703"""," ""08"""," ""19"""," ""31.93""",124.88305," ""+45"""," ""34"""," ""44.83""",45.57912," ""A""",2, NaN, NaN,0,0.19432,5e-05,1,0.446,0.001,1,206,14," ""I"""," """"", NaN," ""16.99"""," """""," """""," ""1"""," ""ra=124.88305&amp;amp;dec=+45.57912"""," ""1"""," ""&amp;amp;object=124.88305%2B45.57912"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:00:48"""," ""2014-03-12 14:00:48"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237654392179917067"""," ""496551577071413248""", NaN, NaN," ""SDSS J0819+4534"""
SDSS J0820+4847," ""2011-04-29"""," ""SDSS J082012.86+484737.1"""," ""GAL-GAL"""," ""SWELLS, SLACS"""," ""ApJ638(2006)703"""," ""08"""," ""20"""," ""12.86""",125.05358," ""+48"""," ""47"""," ""37.07""",48.79363," ""A""",4,0.82,0.09,1,0.13091,3e-05,1,0.634,0.001,1,171,9," """""," """"", NaN," """""," """""," """""," ""1"""," ""ra=125.05358&amp;amp;dec=+48.79363"""," ""1"""," ""&amp;amp;object=125.05358%2B48.79363"""," """""," ""1"""," ""1"""," ""0"""," ""2014-02-02 14:37:43"""," ""2014-02-02 14:37:43"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237651252557512938"""," ""498854504259676160""",0,0," ""SDSS J0820+4847"""
SDSS J0822+2652," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""08"""," ""22"""," ""42.32""",125.67633," ""+26"""," ""52"""," ""43.54""",26.87876," ""A""",2,1.17,0.01,1,0.24132,4e-05,1,0.594,0.001,1,255,15," ""I"""," """"", NaN," ""16.94"""," """""," """""," ""1"""," ""ra=125.67633&amp;amp;dec=+26.87876"""," ""1"""," ""&amp;amp;object=125.67633%2B26.87876"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:01:05"""," ""2014-03-12 14:01:05"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237660957571940755"""," ""1426584775270885376""", NaN, NaN," ""SDSS J0822+2652"""
SDSS J0841+3824," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS, SWELLS"""," ""ApJ682(2008)964"""," ""08"""," ""41"""," ""28.8""",130.37002," ""+38"""," ""24"""," ""13.72""",38.40381," ""A""",2,1.46,0.05,1,0.11588,2e-05,1,0.657,0.001,1,220,8," ""I"""," """"", NaN," ""15.27"""," """""," """""," ""1"""," ""ra=130.37002&amp;amp;dec=+38.40381"""," ""1"""," ""&amp;amp;object=130.37002%2B38.40381"""," """""," ""1"""," ""1"""," ""0"""," ""2014-02-02 12:49:31"""," ""2014-02-02 12:49:31"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237657630585585808"""," ""932248460273412096""",0,0," ""SDSS J0841+3824"""
SDSS J0903+4116," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""09"""," ""03"""," ""15.18""",135.81327," ""+41"""," ""16"""," ""9.16""",41.26921," ""A""",2,1.29,0.01,1,0.43032,9e-05,1,1.065,0.001,1,203,24," ""I"""," """"", NaN," ""17.91"""," """""," """""," ""1"""," ""ra=135.81327&amp;amp;dec=+41.26921"""," ""1"""," ""&amp;amp;object=135.81327%2B41.26921"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:05:51"""," ""2014-03-12 14:05:51"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237657776080355811"""," ""1351189334379751424""", NaN, NaN," ""SDSS J0903+4116"""
SDSS J0912+0029," ""2006-02-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ638(2006)703"""," ""09"""," ""12"""," ""5.31""",138.02212," ""+00"""," ""29"""," ""1.18""",0.48366," ""A""",2,1.63,0.01,1,0.16419,3e-05,1,0.324,0.001,1,310,12," ""I"""," """"", NaN," ""15.52"""," """""," """""," ""1"""," ""ra=138.02212&amp;amp;dec=+0.48366"""," ""1"""," ""&amp;amp;object=138.02212%2B0.48366"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:06:07"""," ""2014-03-12 14:06:07"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237650796753322325"""," ""531542711451281408""",0,0," ""SDSS J0912+0029"""
SDSS J0915+4211," ""2011-04-29"""," ""SDSS J091516.28+421152.8"""," ""GAL-GAL"""," ""SWELLS, SLACS"""," ""ApJ638(2006)703"""," ""09"""," ""15"""," ""16.28""",138.81784," ""+42"""," ""11"""," ""52.8""",42.198," ""A""",2,0.98,0.02,1,0.07846,2e-05,1,0.79,0.01,1,176,7," """""," """"", NaN," """""," """""," """""," ""1"""," ""ra=138.81784&amp;amp;dec=+42.198"""," ""1"""," ""&amp;amp;object=138.81784%2B42.198"""," """""," ""1"""," ""1"""," ""0"""," ""2014-02-02 14:14:08"""," ""2014-02-02 14:14:08"""," ""0000-00-00 00:00:00"""," ""1"""," ""J2000"""," ""1237657629515055208"""," ""1352267405631449088""",0,0," ""SDSS J0915+4211"""
SDSS J0935-0003," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""09"""," ""35"""," ""43.93""",143.93306," ""-00"""," ""03"""," ""34.81""",-0.05967," ""A""",1,0.87,0.01,1,0.34749,7e-05,1,0.467,0.001,1,345,41," ""I"""," """"", NaN," ""16.69"""," """""," """""," ""1"""," ""ra=143.93306&amp;amp;dec=-0.05967"""," ""1"""," ""&amp;amp;object=143.93306%2D0.05967"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:06:23"""," ""2014-03-12 14:06:23"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237648721214963844"""," ""535977047869122560""", NaN, NaN," ""SDSS J0935-0003"""
SDSS J0936+0913," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""09"""," ""36"""," ""0.77""",144.00319," ""+09"""," ""13"""," ""35.8""",9.22661," ""A""",2,1.09,0.01,1,0.1897,3e-05,1,0.588,0.001,1,238,12," ""I"""," """"", NaN," ""16.55"""," """""," """""," ""1"""," ""ra=144.00319&amp;amp;dec=+9.22661"""," ""1"""," ""&amp;amp;object=144.00319%2B9.22661"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:06:51"""," ""2014-03-12 14:06:51"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237660669813129348"""," ""1467069070263216128""", NaN, NaN," ""SDSS J0936+0913"""
SDSS J0946+1006," ""2011-11-01"""," ""The Jackpot Lens"""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""09"""," ""46"""," ""56.68""",146.73617," ""+10"""," ""06"""," ""52.81""",10.11467," ""A""",4,1.38,0.01,1,0.22193,6e-05,1,0.609,0.001,1,257,20," ""I"""," """"", NaN," ""17.04"""," """""," """""," ""1"""," ""ra=146.73617&amp;amp;dec=+10.11467"""," ""1"""," ""&amp;amp;object=146.73617%2B10.11467"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:07:24"""," ""2014-03-12 14:07:24"""," ""0000-00-00 00:00:00"""," ""3"""," ""J2000"""," ""1237661065488761132"""," ""1469437688271628288""", NaN, NaN," ""SDSS J0946+1006"""
SDSS J0955+0101," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS, SWELLS"""," ""ApJ682(2008)964"""," ""09"""," ""55"""," ""19.72""",148.83217," ""+01"""," ""01"""," ""44.44""",1.02901," ""A""",2,1.04,0.06,1,0.11093,3e-05,1,0.316,0.001,1,197,13," ""I"""," """"", NaN," ""16.92"""," """""," """""," ""1"""," ""ra=148.83217&amp;amp;dec=+1.02901"""," ""1"""," ""&amp;amp;object=148.83217%2B1.02901"""," """""," ""1"""," ""1"""," ""0"""," ""2014-02-02 15:26:03"""," ""2014-02-02 15:26:03"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237653663647727743"""," ""301833561407776768""",0,0," ""SDSS J0955+0101"""
SDSS J0956+5100," ""2006-02-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ638(2006)703"""," ""09"""," ""56"""," ""29.77""",149.12406," ""+51"""," ""00"""," ""6.7""",51.00186," ""A""",3,1.33,0.01,1,0.24055,5e-05,1,0.47,0.01,1,297,16," ""I"""," """"", NaN," ""16.66"""," """""," """""," ""1"""," ""ra=149.12406&amp;amp;dec=+51.00186"""," ""1"""," ""&amp;amp;object=149.12406%2B51.00186"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:09:49"""," ""2014-03-12 14:09:49"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237657632727302311"""," ""1015580448086059008""", NaN, NaN," ""SDSS J0956+5100"""
SDSS J0959+4416," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""09"""," ""59"""," ""0.97""",149.75403," ""+44"""," ""16"""," ""39.36""",44.2776," ""A""",2,0.96,0.01,1,0.23687,5e-05,1,0.531,0.001,1,238,20," ""I"""," """"", NaN," ""16.88"""," """""," """""," ""1"""," ""ra=149.75403&amp;amp;dec=+44.2776"""," ""1"""," ""&amp;amp;object=149.75403%2B44.2776"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:10:03"""," ""2014-03-12 14:10:03"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237657874332385424"""," ""1060734921670158336""", NaN, NaN," ""SDSS J0959+4416"""
SDSS J0959+0410," ""2006-02-00"""," ""Grand Design Source."""," ""GAL-GAL"""," ""SLACS"""," ""ApJ638(2006)703"""," ""09"""," ""59"""," ""44.07""",149.93361," ""+04"""," ""10"""," ""17""",4.17139," ""A""",2,0.99,0.01,1,0.12598,3e-05,1,0.535,0.001,1,203,12," ""I"""," """"", NaN," ""16.87"""," """""," """""," ""1"""," ""ra=149.93361&amp;amp;dec=+4.17139"""," ""1"""," ""&amp;amp;object=149.93361%2B4.17139"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:10:17"""," ""2014-03-12 14:10:17"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237654601563373760"""," ""644150849680992256""", NaN, NaN," ""SDSS J0959+0410"""
SDSS J1016+3859," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""10"""," ""16"""," ""22.87""",154.0988911," ""+38"""," ""59"""," ""3.3""",38.97774999," ""A""",2,1.09,0.01,1,0.16795,3e-05,1,0.439,0.001,1,251,13," ""I"""," """"", NaN," ""16.67"""," """""," """""," ""1"""," ""ra=154.098891114&amp;amp;dec=38.9777499948"""," ""1"""," ""&amp;amp;object=154.098891114%2B38.9"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:12:07"""," ""2014-03-12 14:12:07"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237661139033981049"""," ""1606785936044091392""", NaN, NaN," ""SDSS J1016+3859"""
SDSS J1020+1122," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""10"""," ""20"""," ""26.54""",155.11059," ""+11"""," ""22"""," ""41.16""",11.3781," ""A""",2,1.2,0.01,1,0.28219,5e-05,1,0.553,0.001,1,274,19," ""I"""," """"", NaN," ""17.15"""," """""," """""," ""1"""," ""ra=155.11059&amp;amp;dec=+11.3781"""," ""1"""," ""&amp;amp;object=155.11059%2B11.3781"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:12:26"""," ""2014-03-12 14:12:26"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237660670891720746"""," ""1799285133920987136""", NaN, NaN," ""SDSS J1020+1122"""
SDSS J1023+4230," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""10"""," ""23"""," ""32.25""",155.88436," ""+42"""," ""30"""," ""1.91""",42.50053," ""A""",4,1.41,0.01,1,0.19114,4e-05,1,0.696,0.001,1,255,14," ""I"""," """"", NaN," ""16.74"""," """""," """""," ""1"""," ""ra=155.88436&amp;amp;dec=+42.50053"""," ""1"""," ""&amp;amp;object=155.88436%2B42.50053"""," """""," ""1"""," ""1"""," ""0"""," ""2014-03-12 14:12:32"""," ""2014-03-12 14:12:32"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237661355924586681"""," ""1530212922729457664""", NaN, NaN," ""SDSS J1023+4230"""
SDSS J1029+0420," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS, SWELLS"""," ""ApJ682(2008)964"""," ""10"""," ""29"""," ""22.94""",157.34558," ""+04"""," ""20"""," ""1.8""",4.33384," ""A""",2,1.05,0.03,1,0.10444,2e-05,1,0.615,0.001,1,208,9," ""I"""," """"", NaN," ""16.06"""," """""," """""," ""1"""," ""ra=157.34558&amp;amp;dec=+4.33384"""," ""1"""," ""&amp;amp;object=157.34558%2B4.33384"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-27 09:57:05"""," ""2012-09-27 09:57:05"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237654605324550300"""," ""648637407482112000""", NaN, NaN," ""SDSS J1029+0420"""
SDSS J1029+6115," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""10"""," ""29"""," ""27.53""",157.36471," ""+61"""," ""15"""," ""5.3""",61.25146," ""A""",2, NaN, NaN,0,0.15736,3e-05,1,0.2512,0.0001,1,228,14," ""I"""," """"", NaN," ""16.04"""," """""," """""," ""1"""," ""ra=157.36471&amp;amp;dec=+61.25146"""," ""1"""," ""&amp;amp;object=157.36471%2B61.25146"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-27 10:12:01"""," ""2012-09-27 10:12:01"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237651249882726495"""," ""869233250835392512""",0,0," ""SDSS J1029+6115"""
SDSS J1032+5322," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS, SWELLS"""," ""ApJ682(2008)964"""," ""10"""," ""32"""," ""35.84""",158.14937," ""+53"""," ""22"""," ""34.9""",53.37634," ""A""",2,1.06,0.03,1,0.1334,4e-05,1,0.329,0.001,1,293,15," ""I"""," """"", NaN," ""17.01"""," """""," """""," ""1"""," ""ra=158.14937&amp;amp;dec=+53.37634"""," ""1"""," ""&amp;amp;object=158.14937%2B53.37634"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-27 10:20:24"""," ""2012-09-27 10:20:24"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237657610723655845"""," ""1018966947825477632""", NaN, NaN," ""SDSS J1032+5322"""
SDSS J1037+3517," ""2011-04-29"""," ""SDSS J103745.03+351731.0"""," ""GAL-GAL"""," ""SWELLS, SLACS"""," ""ApJ638(2006)703"""," ""10"""," ""37"""," ""45.03""",159.43762," ""+35"""," ""17"""," ""30.98""",35.29194," ""A""",2, NaN, NaN,0,0.12171,3e-05,1,0.448,0.001,1,220,12," """""," """"", NaN," """""," """""," """""," ""1"""," ""ra=159.43762&amp;amp;dec=+35.29194"""," ""1"""," ""&amp;amp;object=159.43762%2B35.29194"""," """""," ""1"""," ""1"""," ""0"""," ""2014-02-05 15:22:41"""," ""2014-02-05 15:22:41"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237664338783699035"""," ""2359918423271565312""", NaN, NaN," ""SDSS J1037+3517"""
SDSS J1100+5329," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""11"""," ""00"""," ""24.39""",165.10161," ""+53"""," ""29"""," ""13.9""",53.48719," ""A""",2,1.52,0.01,1,0.31712,7e-05,1,0.858,0.001,1,187,23," ""I"""," """"", NaN," ""17.15"""," """""," """""," ""1"""," ""ra=165.10161&amp;amp;dec=+53.48719"""," ""1"""," ""&amp;amp;object=165.10161%2B53.48719"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-27 10:39:14"""," ""2012-09-27 10:39:14"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237658802032869505"""," ""1138332953944811520""",0,0," ""SDSS J1100+5329"""
SDSS J1103+5322," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS, SWELLS"""," ""ApJ682(2008)964"""," ""11"""," ""03"""," ""8.21""",165.78421," ""+53"""," ""22"""," ""28.2""",53.3745," ""A""",4,1.08,0.03,1,0.15824,3e-05,1,0.735,0.001,1,199,12," ""I"""," """"", NaN," ""16.41"""," """""," """""," ""1"""," ""ra=165.78421&amp;amp;dec=+53.3745"""," ""1"""," ""&amp;amp;object=165.78421%2B53.3745"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-27 10:42:48"""," ""2012-09-27 10:42:48"""," ""0000-00-00 00:00:00"""," ""1"""," ""J2000"""," ""1237657590318432374"""," ""1138327731264579584""",0,0," ""SDSS J1103+5322"""
