system_name,discovery_date,alternate_name,kind_acronym,discovery_acronym,reference_identifier,ra_hrs,ra_mins,ra_secs,ra_coord,dec_degrees,dec_arcmin,dec_arcsec,dec_coord,lensgrade,number_images,theta_e,theta_e_err,theta_e_quality,z_lens,z_lens_err,z_lens_quality,z_source,z_source_err,z_source_quality,vdisp,vdisp_err,filter_lens,filter_source,fluxes,mag_lens,mag_source,morphology,has_sdss,sdss_link,has_adsabs,adsabs_link,apod_link,vett_status,released_status,hidden_status,vetted,released,hidden,graphic_status,equinox,sdss_ObjID,sdss_specObjID,time_delay0,time_delay1,lens_name
SDSS J1106+5228," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""11"""," ""06"""," ""46.15""",166.69229," ""+52"""," ""28"""," ""37.8""",52.47718," ""A""",1,1.23,0.01,1,0.09551,2e-05,1,0.407,0.001,1,262,9," ""I"""," """"", NaN," ""15.5"""," """""," """""," ""1"""," ""ra=166.69229&amp;amp;dec=+52.47718"""," ""1"""," ""&amp;amp;object=166.69229%2B52.47718"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-27 10:46:25"""," ""2012-09-27 10:46:25"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237658800422518913"""," ""1138286774456444928""", NaN, NaN," ""SDSS J1106+5228"""
SDSS J1112+0826," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""11"""," ""12"""," ""50.6""",168.21084," ""+08"""," ""26"""," ""10.4""",8.43623," ""A""",2,1.49,0.01,1,0.27289,7e-05,1,0.629,0.001,1,320,20," ""I"""," """"", NaN," ""17.16"""," """""," """""," ""1"""," ""ra=168.21084&amp;amp;dec=+8.43623"""," ""1"""," ""&amp;amp;object=168.21084%2B8.43623"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-28 03:48:14"""," ""2012-09-28 03:48:14"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237658425168036010"""," ""1374731528990386176""", NaN, NaN," ""SDSS J1112+0826"""
SDSS J1117+4704," ""2011-04-29"""," ""SDSS J111735.37+47047.4"""," ""GAL-GAL"""," ""SWELLS, SLACS"""," ""ApJ638(2006)703"""," ""11"""," ""17"""," ""35.37""",169.39739," ""+47"""," ""04"""," ""7.43""",47.06873," ""A""",4,0.77,0.02,1,0.16888,3e-05,1,0.405,0.001,1,188,10," """""," """"", NaN," """""," """""," """""," ""1"""," ""ra=169.39739&amp;amp;dec=+47.06873"""," ""1"""," ""&amp;amp;object=169.39739%2B47.06873"""," """""," ""1"""," ""1"""," ""0"""," ""2014-02-02 15:06:54"""," ""2014-02-02 15:06:54"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237661358076657813"""," ""1622529019868112896""", NaN, NaN," ""SDSS J1117+4704"""
SDSS J1134+6027," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""11"""," ""34"""," ""5.89""",173.52456," ""+60"""," ""27"""," ""13.5""",60.45375," ""A""",2,1.1,0.01,1,0.1528,3e-05,1,0.474,0.001,1,239,11," ""I"""," """"", NaN," ""16.41"""," """""," """""," ""1"""," ""ra=173.52456&amp;amp;dec=+60.45375"""," ""1"""," ""&amp;amp;object=173.52456%2B60.45375"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-28 03:52:12"""," ""2012-09-28 03:52:12"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237655109449220224"""," ""1072000787753756672""", NaN, NaN," ""SDSS J1134+6027"""
SDSS J1135+3720," ""2011-04-29"""," ""SDSS J11356.88+372023.9"""," ""GAL-GAL"""," ""SWELLS, SLACS"""," ""ApJ638(2006)703"""," ""11"""," ""35"""," ""6.88""",173.77867," ""+37"""," ""20"""," ""23.89""",37.33997," ""A""",2,0.71,0.07,1,0.16242,4e-05,1,0.402,0.001,1,213,15," """""," """"", NaN," """""," """""," """""," ""1"""," ""ra=173.77867&amp;amp;dec=37.33997"""," ""1"""," ""&amp;amp;object=173.77867%2B37.33997"""," """""," ""1"""," ""1"""," ""0"""," ""2014-02-02 15:08:04"""," ""2014-02-02 15:08:04"""," ""0000-00-00 00:00:00"""," ""1"""," ""J2000"""," ""1237664819284279443"""," ""2292360030814496768""", NaN, NaN," ""SDSS J1135+3720"""
SDSS J1142+1001," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""11"""," ""42"""," ""57.35""",175.73893," ""+10"""," ""01"""," ""11.8""",10.01996," ""A""",2,0.98,0.01,1,0.22187,6e-05,1,0.504,0.001,1,221,22," ""I"""," """"", NaN," ""16.99"""," """""," """""," ""1"""," ""ra=175.73893&amp;amp;dec=+10.01996"""," ""1"""," ""&amp;amp;object=175.73893%2B10.01996"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-28 03:56:08"""," ""2012-09-28 03:56:08"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237658492814360790"""," ""1380437444297517056""", NaN, NaN," ""SDSS J1142+1001"""
SDSS J1143-0144," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""11"""," ""43"""," ""29.64""",175.87349," ""-01"""," ""44"""," ""30.0""",-1.74166," ""A""",2,1.68,0.01,1,0.10605,1e-05,1,0.402,0.001,1,269,5," ""I"""," """"", NaN," ""14.92"""," """""," """""," ""1"""," ""ra=175.87349&amp;amp;dec=-1.74166"""," ""1"""," ""&amp;amp;object=175.87349%2D1.74166"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-28 04:03:31"""," ""2012-09-28 04:03:31"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237671128051220497"""," ""369442267410229248""", NaN, NaN," ""SDSS J1143-0144"""
SDSS J1153+4612," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""11"""," ""53"""," ""10.79""",178.29494," ""+46"""," ""12"""," ""5.3""",46.20147," ""A""",2,1.05,0.01,1,0.17969,4e-05,1,0.875,0.001,1,226,15," ""I"""," """"", NaN," ""17.15"""," """""," """""," ""1"""," ""ra=178.29494&amp;amp;dec=+46.20147"""," ""1"""," ""&amp;amp;object=178.29494%2B46.20147"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-28 13:48:31"""," ""2012-09-28 13:48:31"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237661355931730052"""," ""1628109316206651392""", NaN, NaN," ""SDSS J1153+4612"""
SDSS J1203+2535," ""2011-04-29"""," ""SDSS J120356.33+253549.1"""," ""GAL-GAL"""," ""SWELLS, SLACS"""," ""ApJ638(2006)703"""," ""12"""," ""03"""," ""56.33""",180.98472," ""+25"""," ""35"""," ""49.13""",25.59698," ""A""",4,0.87,0.06,1,0.10112,2e-05,1,0.856,0.001,1,156,7," """""," """"", NaN," """""," """""," """""," ""1"""," ""ra=180.98472&amp;amp;dec=+25.59698"""," ""1"""," ""&amp;amp;object=180.98472%2B25.59698"""," """""," ""1"""," ""1"""," ""0"""," ""2014-02-02 15:10:31"""," ""2014-02-02 15:10:31"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237667448338907192"""," ""2989414131322349568""", NaN, NaN," ""SDSS J1203+2535"""
SDSS J1204+0358," ""2008-08-00"""," """""," ""GAL-GAL"""," ""SLACS"""," ""ApJ682(2008)964"""," ""12"""," ""04"""," ""44.07""",181.18363," ""+03"""," ""58"""," ""6.4""",3.96845," ""A""",2,1.31,0.01,1,0.16437,4e-05,1,0.631,0.001,1,267,17," ""I"""," """"", NaN," ""16.8"""," """""," """""," ""1"""," ""ra=181.18363&amp;amp;dec=+3.96845"""," ""1"""," ""&amp;amp;object=181.18363%2B3.96845"""," """""," ""1"""," ""1"""," ""0"""," ""2012-09-28 13:51:25"""," ""2012-09-28 13:51:25"""," ""0000-00-00 00:00:00"""," ""2"""," ""J2000"""," ""1237654604261228656"""," ""948064936028825600""", NaN, NaN," ""SDSS J1204+0358"""
